FechaSalida,AnioSalida,MesSalida,DiaSalida,NumeroVuelo,AeropuertoSalida,AeropuertoLlegada,Ruta,TiempoVuelo,FuelTotal,Pasajeros,Maletas,PesoMaletas
15/10/2016,2016,10,15,9422,PSA,FUE,PSA-FUE,243,10431,182,84,1090
15/10/2016,2016,10,15,9505,DUB,LUZ,DUB-LUZ,167,6990,169,54,702
15/10/2016,2016,10,15,9506,LUZ,DUB,LUZ-DUB,163,6979,185,75,980
15/10/2016,2016,10,15,9512,BTS,PMI,BTS-PMI,137,5900,172,33,430
15/10/2016,2016,10,15,9524,STN,LUZ,STN-LUZ,126,5750,177,17,220
15/10/2016,2016,10,15,9525,LUZ,STN,LUZ-STN,131,5696,169,25,330
15/10/2016,2016,10,15,9602,MAD,FCO,MAD-FCO,109,4720,161,41,530
15/10/2016,2016,10,15,9667,SVQ,FCO,SVQ-FCO,124,5130,179,56,730
15/10/2016,2016,10,15,9733,RYG,CHQ,RYG-CHQ,224,9755,175,95,1240
15/10/2016,2016,10,15,9772,STN,FKB,STN-FKB,64,2890,182,61,790
15/10/2016,2016,10,15,9924,EIN,PSA,EIN-PSA,93,3904,185,83,1080
15/10/2016,2016,10,15,9947,ORK,FAO,ORK-FAO,139,6020,165,58,750
15/10/2016,2016,10,15,9953,PSA,CTA,PSA-CTA,70,2990,179,38,490
15/10/2016,2016,10,15,9954,CTA,PSA,CTA-PSA,76,3420,186,43,560
15/10/2016,2016,10,15,9966,MAD,PMO,MAD-PMO,116,5370,173,55,720
15/10/2016,2016,10,15,9987,TPS,PSA,TPS-PSA,59,2750,176,15,200
15/10/2016,2016,10,15,15,STN,ATH,STN-ATH,192,8372,171,34,440
15/10/2016,2016,10,15,22,DUB,BVA,DUB-BVA,68,3240,141,12,156
15/10/2016,2016,10,15,28,ATH,SKG,ATH-SKG,41,2009,154,1,10
15/10/2016,2016,10,15,29,BVA,DUB,BVA-DUB,72,3224,155,23,300
15/10/2016,2016,10,15,120,DUB,LGW,DUB-LGW,73,3210,174,31,403
15/10/2016,2016,10,15,121,LGW,DUB,LGW-DUB,58,2410,175,31,400
15/10/2016,2016,10,15,125,AOI,STN,AOI-STN,116,4910,176,(null),(null)
15/10/2016,2016,10,15,135,FCO,SXF,FCO-SXF,96,4217,179,(null),(null)
15/10/2016,2016,10,15,144,SXF,STN,SXF-STN,81,3670,176,33,430
15/10/2016,2016,10,15,202,DUB,STN,DUB-STN,62,2866,163,31,403
15/10/2016,2016,10,15,297,STN,DUB,STN-DUB,56,2660,166,30,390
15/10/2016,2016,10,15,305,SZG,STN,SZG-STN,94,3770,143,45,590
15/10/2016,2016,10,15,311,CRL,TSR,CRL-TSR,112,4770,169,63,360
15/10/2016,2016,10,15,327,SXF,OTP,SXF-OTP,110,4690,160,33,430
15/10/2016,2016,10,15,331,LTN,DUB,LTN-DUB,59,2630,182,16,210
15/10/2016,2016,10,15,409,CGN,CPH,CGN-CPH,64,2790,165,(null),(null)
15/10/2016,2016,10,15,436,OTP,TSR,OTP-TSR,55,2650,164,22,286
15/10/2016,2016,10,15,535,EMA,DUB,EMA-DUB,50,2150,178,46,600
15/10/2016,2016,10,15,552,DUB,MAN,DUB-MAN,34,1740,156,7,91
15/10/2016,2016,10,15,555,MAN,DUB,MAN-DUB,39,1630,177,7,90
15/10/2016,2016,10,15,669,BHX,DUB,BHX-DUB,40,1990,159,7,90
15/10/2016,2016,10,15,717,BVA,PMI,BVA-PMI,98,3970,164,48,630
15/10/2016,2016,10,15,799,TSF,STN,TSF-STN,100,4390,173,14,180
15/10/2016,2016,10,15,817,EDI,DUB,EDI-DUB,45,2019,181,39,500
15/10/2016,2016,10,15,906,ORK,STN,ORK-STN,61,2651,143,33,430
15/10/2016,2016,10,15,909,ORK,STN,ORK-STN,64,3000,171,33,430
15/10/2016,2016,10,15,972,STN,GOA,STN-GOA,102,4730,180,45,590
15/10/2016,2016,10,15,1001,WMI,ALC,WMI-ALC,199,8462,178,93,1209
15/10/2016,2016,10,15,1013,STN,PRG,STN-PRG,90,3700,160,7,90
15/10/2016,2016,10,15,1014,PRG,STN,PRG-STN,89,3809,166,33,429
15/10/2016,2016,10,15,1038,TFS,FMM,TFS-FMM,242,10490,179,121,1580
15/10/2016,2016,10,15,1063,WMI,MAD,WMI-MAD,1440,8804,179,36,470
15/10/2016,2016,10,15,1066,ATH,SKG,ATH-SKG,34,1600,160,13,170
15/10/2016,2016,10,15,1115,REU,DUB,REU-DUB,133,5646,177,106,1380
15/10/2016,2016,10,15,1123,TFS,SCQ,TFS-SCQ,141,5860,179,56,730
15/10/2016,2016,10,15,1147,SKG,SXF,SKG-SXF,120,5220,155,119,1540
15/10/2016,2016,10,15,1212,BHX,BZG,BHX-BZG,119,5470,186,(null),(null)
15/10/2016,2016,10,15,1240,ATH,RHO,ATH-RHO,46,2320,155,20,260
15/10/2016,2016,10,15,1299,ATH,FCO,ATH-FCO,101,4680,175,56,720
15/10/2016,2016,10,15,1377,BFS,BGY,BFS-BGY,135,4880,114,(null),(null)
15/10/2016,2016,10,15,1387,OPO,CRL,OPO-CRL,114,4480,173,59,770
15/10/2016,2016,10,15,1395,RYG,STN,RYG-STN,108,4090,133,13,170
15/10/2016,2016,10,15,1443,LPL,DUB,LPL-DUB,34,1540,154,36,470
15/10/2016,2016,10,15,1556,DUB,MAN,DUB-MAN,35,1550,89,5,65
15/10/2016,2016,10,15,1672,OPO,LIS,OPO-LIS,33,1480,144,7,90
15/10/2016,2016,10,15,1685,MLA,NYO,MLA-NYO,196,8250,177,66,860
15/10/2016,2016,10,15,1703,BGY,EMA,BGY-EMA,97,4590,169,48,620
15/10/2016,2016,10,15,1882,STN,LIS,STN-LIS,148,6500,184,50,650
15/10/2016,2016,10,15,1884,STN,LIS,STN-LIS,148,6540,189,29,380
15/10/2016,2016,10,15,1885,LIS,STN,LIS-STN,131,5982,182,38,490
15/10/2016,2016,10,15,1886,STN,LIS,STN-LIS,146,6550,189,60,780
15/10/2016,2016,10,15,1903,STN,LNZ,STN-LNZ,102,4270,140,61,790
15/10/2016,2016,10,15,2005,STN,OTP,STN-OTP,175,7180,155,45,590
15/10/2016,2016,10,15,2044,AGP,DTM,AGP-DTM,158,6230,172,81,1050
15/10/2016,2016,10,15,2051,MAD,PMI,MAD-PMI,67,2780,167,9,120
15/10/2016,2016,10,15,2085,IBZ,MAD,IBZ-MAD,47,2404,183,23,300
15/10/2016,2016,10,15,2220,ATH,CHQ,ATH-CHQ,34,1650,148,11,140
15/10/2016,2016,10,15,2230,CHQ,ATH,CHQ-ATH,37,1800,175,16,210
15/10/2016,2016,10,15,2234,NDR,BCN,NDR-BCN,80,3400,173,27,350
15/10/2016,2016,10,15,2241,BLQ,MAN,BLQ-MAN,120,5194,177,78,1010
15/10/2016,2016,10,15,2260,ATH,BGY,ATH-BGY,128,5628,170,38,490
15/10/2016,2016,10,15,2273,BUD,AGP,BUD-AGP,202,8310,177,61,790
15/10/2016,2016,10,15,2281,STN,WMI,STN-WMI,117,5280,170,41,530
15/10/2016,2016,10,15,2306,LTN,BTS,LTN-BTS,117,5050,152,36,470
15/10/2016,2016,10,15,2315,BTS,STN,BTS-STN,121,5350,178,20,260
15/10/2016,2016,10,15,2333,KRK,LBA,KRK-LBA,129,5623,178,(null),(null)
15/10/2016,2016,10,15,2422,KUN,RHO,KUN-RHO,178,7870,177,52,680
15/10/2016,2016,10,15,2446,LBA,AGP,LBA-AGP,168,7110,175,49,630
15/10/2016,2016,10,15,2485,TSF,LBA,TSF-LBA,114,4860,154,60,780
15/10/2016,2016,10,15,2492,LBA,TFS,LBA-TFS,264,11546,176,97,1259
15/10/2016,2016,10,15,2514,OTP,MAD,OTP-MAD,219,9800,177,(null),(null)
15/10/2016,2016,10,15,2547,AGP,NYO,AGP-NYO,220,9340,178,60,780
15/10/2016,2016,10,15,2575,AGP,EIN,AGP-EIN,147,6436,182,93,1210
15/10/2016,2016,10,15,2591,AGP,SXF,AGP-SXF,174,7270,182,(null),(null)
15/10/2016,2016,10,15,2593,AGP,SDR,AGP-SDR,70,3442,162,(null),(null)
15/10/2016,2016,10,15,2673,FCO,STN,FCO-STN,121,5541,177,35,460
15/10/2016,2016,10,15,2886,EDI,KUN,EDI-KUN,138,6170,174,34,450
15/10/2016,2016,10,15,2926,LIS,BRU,LIS-BRU,130,5730,175,40,520
15/10/2016,2016,10,15,2935,BRU,TSF,BRU-TSF,75,3340,169,42,520
15/10/2016,2016,10,15,2936,TSF,BRU,TSF-BRU,76,3275,160,20,260
15/10/2016,2016,10,15,3007,AMS,DUB,AMS-DUB,69,3414,171,30,390
15/10/2016,2016,10,15,3186,MAD,MAN,MAD-MAN,121,4981,168,47,610
15/10/2016,2016,10,15,3204,MAN,FCO,MAN-FCO,144,6570,188,1080,9100
15/10/2016,2016,10,15,3229,BRE,MAN,BRE-MAN,73,2910,147,36,470
15/10/2016,2016,10,15,3238,MAN,CRL,MAN-CRL,59,2700,166,19,240
15/10/2016,2016,10,15,3445,MAN,PMI,MAN-PMI,139,5520,178,83,1080
15/10/2016,2016,10,15,3506,LTN,RAK,LTN-RAK,199,9101,176,70,910
15/10/2016,2016,10,15,3525,LTN,FUE,LTN-FUE,238,10830,172,87,1130
15/10/2016,2016,10,15,3542,IBZ,EIN,IBZ-EIN,127,5610,184,102,1330
15/10/2016,2016,10,15,3658,BRE,AGP,BRE-AGP,182,8090,184,125,1629
15/10/2016,2016,10,15,3734,OPO,LRT,OPO-LRT,74,3250,174,31,400
15/10/2016,2016,10,15,3882,LTN,MLA,LTN-MLA,170,7804,182,65,850
15/10/2016,2016,10,15,3968,BLQ,CAG,BLQ-CAG,64,2830,176,27,350
15/10/2016,2016,10,15,4008,SVQ,RAK,SVQ-RAK,66,3370,157,48,620
15/10/2016,2016,10,15,4046,CFU,EIN,CFU-EIN,151,6576,181,105,1370
15/10/2016,2016,10,15,4052,MAN,FAO,MAN-FAO,159,6890,181,111,920
15/10/2016,2016,10,15,4053,EMA,WMI,EMA-WMI,128,5230,175,60,780
15/10/2016,2016,10,15,4058,HAM,AGP,HAM-AGP,196,8290,184,100,(null)
15/10/2016,2016,10,15,4102,HHN,FCO,HHN-FCO,94,3830,178,50,650
15/10/2016,2016,10,15,4189,CCF,GLA,CCF-GLA,118,5140,177,47,610
15/10/2016,2016,10,15,4194,STN,BGY,STN-BGY,96,4020,178,43,560
15/10/2016,2016,10,15,4282,DUB,BTS,DUB-BTS,148,7030,174,126,1638
15/10/2016,2016,10,15,4304,BVA,BLQ,BVA-BLQ,78,3392,154,36,469
15/10/2016,2016,10,15,4324,BLQ,SUF,BLQ-SUF,69,3120,176,11,130
15/10/2016,2016,10,15,4338,BLQ,BDS,BLQ-BDS,66,3140,178,3,40
15/10/2016,2016,10,15,4373,RIX,HHN,RIX-HHN,120,5384,168,33,430
15/10/2016,2016,10,15,4383,EDI,HHN,EDI-HHN,94,3860,175,56,730
15/10/2016,2016,10,15,4408,XCR,RAK,XCR-RAK,189,8140,178,76,990
15/10/2016,2016,10,15,4459,AGP,EMA,AGP-EMA,143,6372,177,77,1000
15/10/2016,2016,10,15,4522,CRL,BGY,CRL-BGY,68,3010,176,47,170
15/10/2016,2016,10,15,4581,HHN,PUY,HHN-PUY,71,3350,184,78,1020
15/10/2016,2016,10,15,4703,OPO,BGY,OPO-BGY,125,5330,178,37,490
15/10/2016,2016,10,15,4729,FEZ,BGY,FEZ-BGY,138,5891,188,86,1120
15/10/2016,2016,10,15,4731,BGY,SXF,BGY-SXF,71,3170,167,15,190
15/10/2016,2016,10,15,4734,SXF,BGY,SXF-BGY,82,3530,186,37,480
15/10/2016,2016,10,15,4798,BLQ,PMO,BLQ-PMO,70,3000,171,23,300
15/10/2016,2016,10,15,4833,CAG,NRN,CAG-NRN,114,5070,180,122,1590
15/10/2016,2016,10,15,4862,CRL,BLQ,CRL-BLQ,88,3520,180,86,600
15/10/2016,2016,10,15,4903,PMO,FCO,PMO-FCO,46,2290,175,23,300
15/10/2016,2016,10,15,4917,TRN,PMO,TRN-PMO,80,3660,168,13,170
15/10/2016,2016,10,15,4985,TSF,BVA,TSF-BVA,85,3600,156,22,290
15/10/2016,2016,10,15,5082,PFO,SKG,PFO-SKG,93,4120,180,20,260
15/10/2016,2016,10,15,5083,SKG,PFO,SKG-PFO,99,3969,151,29,380
15/10/2016,2016,10,15,5158,AGP,NCL,AGP-NCL,164,7360,179,88,1140
15/10/2016,2016,10,15,5179,BLL,STN,BLL-STN,74,3283,178,68,880
15/10/2016,2016,10,15,5185,PMI,FKB,PMI-FKB,104,4500,182,128,1660
15/10/2016,2016,10,15,5215,BRI,HHN,BRI-HHN,108,4500,180,97,1270
15/10/2016,2016,10,15,5223,BVA,FEZ,BVA-FEZ,163,6720,172,92,1200
15/10/2016,2016,10,15,5315,MAD,SCQ,MAD-SCQ,57,2590,168,13,170
15/10/2016,2016,10,15,5347,KTW,DUB,KTW-DUB,141,6567,182,77,1000
15/10/2016,2016,10,15,5355,IBZ,MAD,IBZ-MAD,48,2310,180,42,550
15/10/2016,2016,10,15,5488,OPO,NRN,OPO-NRN,126,5630,182,1180,1180
15/10/2016,2016,10,15,5558,PSR,NRN,PSR-NRN,102,4535,171,92,1200
15/10/2016,2016,10,15,5713,FAO,HHN,FAO-HHN,154,6362,180,122,1589
15/10/2016,2016,10,15,5714,NRN,SKG,NRN-SKG,144,6410,178,64,830
15/10/2016,2016,10,15,5945,AGP,BOH,AGP-BOH,125,5818,176,75,980
15/10/2016,2016,10,15,5993,MAD,STN,MAD-STN,108,4400,161,15,200
15/10/2016,2016,10,15,5995,MAD,STN,MAD-STN,107,4580,149,53,690
15/10/2016,2016,10,15,5996,STN,MAD,STN-MAD,123,5580,177,43,560
15/10/2016,2016,10,15,6004,BES,MRS,BES-MRS,90,3740,164,(null),(null)
15/10/2016,2016,10,15,6154,ACE,PIK,ACE-PIK,231,10082,178,85,1110
15/10/2016,2016,10,15,6209,ACE,NRN,ACE-NRN,226,9600,175,110,1430
15/10/2016,2016,10,15,6267,BCN,EDI,BCN-EDI,132,5750,182,96,1250
15/10/2016,2016,10,15,6321,VLL,BCN,VLL-BCN,57,2460,157,19,250
15/10/2016,2016,10,15,6353,BCN,BGY,BCN-BGY,72,3360,162,10,130
15/10/2016,2016,10,15,6369,PMI,BCN,PMI-BCN,34,1540,145,13,170
15/10/2016,2016,10,15,6377,TFS,BCN,TFS-BCN,179,7460,173,67,870
15/10/2016,2016,10,15,6386,BCN,AGP,BCN-AGP,79,3530,186,49,640
15/10/2016,2016,10,15,6398,BCN,SVQ,BCN-SVQ,77,3547,183,31,400
15/10/2016,2016,10,15,6415,SOF,PSA,SOF-PSA,104,4210,167,20,260
15/10/2016,2016,10,15,6451,BGY,PMO,BGY-PMO,82,3340,176,33,430
15/10/2016,2016,10,15,6459,VNO,CRL,VNO-CRL,127,5551,171,(null),20
15/10/2016,2016,10,15,6532,OPO,MRS,OPO-MRS,97,4220,176,42,550
15/10/2016,2016,10,15,6542,MRS,STN,MRS-STN,93,4027,172,43,560
15/10/2016,2016,10,15,6593,JMK,ATH,JMK-ATH,22,1230,171,56,982
15/10/2016,2016,10,15,6625,KRK,EDI,KRK-EDI,138,6136,182,56,730
15/10/2016,2016,10,15,6936,PSA,SUF,PSA-SUF,65,2900,176,8,100
15/10/2016,2016,10,15,7040,FCO,SUF,FCO-SUF,49,2254,139,13,170
15/10/2016,2016,10,15,7047,AGP,DUB,AGP-DUB,148,6370,182,80,1040
15/10/2016,2016,10,15,7067,BDS,FCO,BDS-FCO,54,2426,148,9,120
15/10/2016,2016,10,15,7070,BCN,FCO,BCN-FCO,77,3592,158,15,200
15/10/2016,2016,10,15,7093,BRI,FCO,BRI-FCO,43,2080,169,18,230
15/10/2016,2016,10,15,7149,VNO,DUB,VNO-DUB,172,7790,185,(null),65
15/10/2016,2016,10,15,7198,HAM,PMI,HAM-PMI,140,6059,187,(null),(null)
15/10/2016,2016,10,15,7267,TSF,VLC,TSF-VLC,109,4810,182,46,600
15/10/2016,2016,10,15,7326,DUB,PRG,DUB-PRG,133,5950,179,66,858
15/10/2016,2016,10,15,7328,DUB,LIS,DUB-LIS,140,6460,181,24,312
15/10/2016,2016,10,15,7453,BGY,CTA,BGY-CTA,87,3720,174,22,290
15/10/2016,2016,10,15,7465,TUF,OPO,TUF-OPO,104,4594,178,(null),(null)
15/10/2016,2016,10,15,7492,STN,GLA,STN-GLA,51,2450,169,15,200
15/10/2016,2016,10,15,7496,STN,GLA,STN-GLA,53,2510,170,23,300
15/10/2016,2016,10,15,7522,ALC,EIN,ALC-EIN,134,5770,183,42,550
15/10/2016,2016,10,15,7762,DUB,ALC,DUB-ALC,155,6870,180,91,1183
15/10/2016,2016,10,15,7782,MRS,AGP,MRS-AGP,106,4600,175,54,700
15/10/2016,2016,10,15,7822,EDI,RYG,EDI-RYG,82,3630,175,(null),(null)
15/10/2016,2016,10,15,7845,CFU,EDI,CFU-EDI,201,8916,185,85,1100
15/10/2016,2016,10,15,7974,BSL,STN,BSL-STN,70,3070,179,50,704
15/10/2016,2016,10,15,8036,CGN,DUB,CGN-DUB,95,4370,176,84,1090
15/10/2016,2016,10,15,8049,FNI,CRL,FNI-CRL,80,3280,143,28,360
15/10/2016,2016,10,15,8077,CRL,MPL,CRL-MPL,75,3600,175,64,300
15/10/2016,2016,10,15,8095,BGY,BDS,BGY-BDS,73,3070,172,10,130
15/10/2016,2016,10,15,8096,BDS,BGY,BDS-BGY,79,3510,175,50,650
15/10/2016,2016,10,15,8119,CUF,TPS,CUF-TPS,78,3300,174,(null),(null)
15/10/2016,2016,10,15,8155,PMF,TPS,PMF-TPS,70,3143,168,19,250
15/10/2016,2016,10,15,8162,STN,AGP,STN-AGP,153,6600,188,64,830
15/10/2016,2016,10,15,8163,AGP,STN,AGP-STN,145,6180,181,106,1380
15/10/2016,2016,10,15,8167,TFS,STN,TFS-STN,221,10104,180,86,1120
15/10/2016,2016,10,15,8248,BRS,FAO,BRS-FAO,145,5990,177,65,840
15/10/2016,2016,10,15,8249,FAO,BRS,FAO-BRS,125,5020,174,73,950
15/10/2016,2016,10,15,8286,BRS,ALC,BRS-ALC,136,5440,177,71,920
15/10/2016,2016,10,15,8296,BRS,ALC,BRS-ALC,135,5790,166,50,685
15/10/2016,2016,10,15,8347,STN,OPO,STN-OPO,126,5287,182,23,300
15/10/2016,2016,10,15,8353,STN,BUD,STN-BUD,123,5080,185,19,250
15/10/2016,2016,10,15,8363,STN,SVQ,STN-SVQ,156,6910,182,79,1030
15/10/2016,2016,10,15,8367,BUD,MAD,BUD-MAD,187,8430,182,74,760
15/10/2016,2016,10,15,8371,STN,BUD,STN-BUD,120,5440,183,31,400
15/10/2016,2016,10,15,8404,BRQ,STN,BRQ-STN,106,4750,174,36,470
15/10/2016,2016,10,15,8406,WRO,STN,WRO-STN,110,4490,178,31,400
15/10/2016,2016,10,15,8415,BUD,CRL,BUD-CRL,100,2195,170,39,510
15/10/2016,2016,10,15,8417,BUD,FCO,BUD-FCO,83,3660,181,35,460
15/10/2016,2016,10,15,8518,PMI,RYG,PMI-RYG,182,7393,179,96,1250
15/10/2016,2016,10,15,8593,EGC,STN,EGC-STN,76,3356,173,46,590
15/10/2016,2016,10,15,8636,NRN,RAK,NRN-RAK,214,9030,179,109,1420
15/10/2016,2016,10,15,8728,MXP,STN,MXP-STN,91,3750,171,16,210
15/10/2016,2016,10,15,8749,AGP,NOC,AGP-NOC,158,6960,173,67,870
15/10/2016,2016,10,15,8796,BDS,BGY,BDS-BGY,78,3400,175,15,190
15/10/2016,2016,10,15,8801,TPS,EIN,TPS-EIN,137,6160,183,95,1240
15/10/2016,2016,10,15,8811,MLA,KRK,MLA-KRK,132,5827,188,71,920
15/10/2016,2016,10,15,8877,RAK,PSA,RAK-PSA,162,7216,177,42,(null)
15/10/2016,2016,10,15,8922,PMO,TSF,PMO-TSF,71,3180,174,40,520
15/10/2016,2016,10,15,9003,BLL,GRO,BLL-GRO,141,5725,180,47,610
15/10/2016,2016,10,15,9055,FKB,ALC,FKB-ALC,132,5310,181,60,780
15/10/2016,2016,10,15,9061,BGY,TPS,BGY-TPS,85,3700,171,31,400
15/10/2016,2016,10,15,9062,TPS,BGY,TPS-BGY,78,3300,175,(null),(null)
15/10/2016,2016,10,15,9066,ALC,BLL,ALC-BLL,171,7480,172,54,700
15/10/2016,2016,10,15,9086,ALC,GOT,ALC-GOT,184,7973,182,78,1010
15/10/2016,2016,10,15,9116,BVA,BTS,BVA-BTS,100,4260,159,21,270
15/10/2016,2016,10,15,9123,GRO,EIN,GRO-EIN,104,4540,180,66,860
15/10/2016,2016,10,15,9145,BCN,LPL,BCN-LPL,115,5260,175,46,600
15/10/2016,2016,10,15,9205,HAM,OPO,HAM-OPO,173,7628,185,(null),(null)
15/10/2016,2016,10,15,9339,CRL,PMI,CRL-PMI,114,4810,181,116,960
15/10/2016,2016,10,15,9355,STN,EIN,STN-EIN,44,2000,179,16,210
15/10/2016,2016,10,15,9361,TPS,GRO,TPS-GRO,95,3850,159,28,360
15/10/2016,2016,10,15,9387,BCN,EMA,BCN-EMA,110,4516,174,68,880
15/10/2016,2016,10,15,9425,CFU,FCO,CFU-FCO,69,3070,149,31,400
15/10/2016,2016,10,15,9435,FCO,DUB,FCO-DUB,163,7528,178,66,860
15/10/2016,2016,10,15,9451,TSF,DUB,TSF-DUB,134,6200,168,93,1210
15/10/2016,2016,10,15,9471,PSA,MAD,PSA-MAD,113,5010,177,25,330
15/10/2016,2016,10,15,9601,FCO,MAD,FCO-MAD,135,5960,185,47,610
15/10/2016,2016,10,15,9629,POZ,LPL,POZ-LPL,113,4630,164,32,420
15/10/2016,2016,10,15,9649,WRO,LPL,WRO-LPL,115,4988,162,34,440
15/10/2016,2016,10,15,9796,MRS,FCO,MRS-FCO,57,2500,158,51,670
15/10/2016,2016,10,15,9810,STN,BCN,STN-BCN,110,4460,188,47,610
15/10/2016,2016,10,15,9814,STN,BCN,STN-BCN,113,5010,165,27,350
15/10/2016,2016,10,15,9858,HHN,TPS,HHN-TPS,120,5610,186,116,1510
15/10/2016,2016,10,15,9967,STN,SOF,STN-SOF,158,6420,168,38,490
15/10/2016,2016,10,15,9976,PSA,BVA,PSA-BVA,84,3580,138,21,270
15/10/2016,2016,10,15,9986,PSA,TPS,PSA-TPS,64,2730,177,15,200
15/10/2016,2016,10,15,18,ATH,SKG,ATH-SKG,36,1930,167,10,130
15/10/2016,2016,10,15,101,PIK,PIK,PIK-PIK,90,1550,(null),(null),(null)
15/10/2016,2016,10,15,124,STN,AOI,STN-AOI,116,5290,173,44,570
15/10/2016,2016,10,15,132,SXF,BCN,SXF-BCN,142,6070,185,105,1360
15/10/2016,2016,10,15,142,DUB,LGW,DUB-LGW,62,2900,130,27,351
15/10/2016,2016,10,15,169,TRS,STN,TRS-STN,107,4893,175,45,590
15/10/2016,2016,10,15,171,ATH,SXF,ATH-SXF,147,6750,177,116,1510
15/10/2016,2016,10,15,180,CGN,SXF,CGN-SXF,49,2330,177,(null),(null)
15/10/2016,2016,10,15,203,STN,DUB,STN-DUB,59,2580,168,23,300
15/10/2016,2016,10,15,245,BCN,VGO,BCN-VGO,97,4040,174,32,420
15/10/2016,2016,10,15,246,VGO,BCN,VGO-BCN,82,3240,173,25,330
15/10/2016,2016,10,15,271,STN,DUB,STN-DUB,52,2490,174,20,260
15/10/2016,2016,10,15,291,TSR,STN,TSR-STN,149,6170,169,105,1369
15/10/2016,2016,10,15,506,DUB,BRS,DUB-BRS,45,2030,168,77,1001
15/10/2016,2016,10,15,556,DUB,MAN,DUB-MAN,35,1600,159,16,208
15/10/2016,2016,10,15,557,MAN,DUB,MAN-DUB,33,1670,154,18,130
15/10/2016,2016,10,15,584,STN,PSA,STN-PSA,110,4794,186,51,660
15/10/2016,2016,10,15,588,STN,PSA,STN-PSA,102,4390,178,26,340
15/10/2016,2016,10,15,589,PSA,STN,PSA-STN,114,5020,176,53,690
15/10/2016,2016,10,15,605,BUD,CPH,BUD-CPH,85,3750,161,(null),(null)
15/10/2016,2016,10,15,606,CPH,MAD,CPH-MAD,192,8059,187,86,850
15/10/2016,2016,10,15,631,PIS,PMI,PIS-PMI,74,3280,173,89,(null)
15/10/2016,2016,10,15,646,PUY,ZAD,PUY-ZAD,22,1090,165,(null),(null)
15/10/2016,2016,10,15,652,FAO,PIK,FAO-PIK,162,6956,180,87,1130
15/10/2016,2016,10,15,654,TFS,PIK,TFS-PIK,243,10685,185,130,1690
15/10/2016,2016,10,15,752,STN,HHN,STN-HHN,58,2730,168,34,440
15/10/2016,2016,10,15,798,STN,TSF,STN-TSF,96,4330,177,41,530
15/10/2016,2016,10,15,823,BCN,PMI,BCN-PMI,26,1465,(null),(null),(null)
15/10/2016,2016,10,15,842,LTN,KIR,LTN-KIR,59,2700,177,31,400
15/10/2016,2016,10,15,843,KIR,LTN,KIR-LTN,77,3100,140,28,370
15/10/2016,2016,10,15,1022,WMI,STN,WMI-STN,142,5914,165,22,280
15/10/2016,2016,10,15,1024,BUD,DUB,BUD-DUB,164,7428,180,62,810
15/10/2016,2016,10,15,1084,BVA,LIS,BVA-LIS,137,5550,186,36,470
15/10/2016,2016,10,15,1101,SXF,FUE,SXF-FUE,298,12080,128,103,1340
15/10/2016,2016,10,15,1116,DUB,REU,DUB-REU,127,5870,176,93,1209
15/10/2016,2016,10,15,1170,FCO,CTA,FCO-CTA,49,2644,178,19,240
15/10/2016,2016,10,15,1183,LGW,SNN,LGW-SNN,60,2721,158,23,300
15/10/2016,2016,10,15,1205,VNO,BHX,VNO-BHX,159,6250,167,(null),27
15/10/2016,2016,10,15,1210,PFO,ATH,PFO-ATH,76,3410,174,24,310
15/10/2016,2016,10,15,1220,ATH,CHQ,ATH-CHQ,50,2173,174,9,120
15/10/2016,2016,10,15,1232,ATH,JTR,ATH-JTR,32,1430,166,28,360
15/10/2016,2016,10,15,1283,BCN,XRY,BCN-XRY,84,4010,162,26,340
15/10/2016,2016,10,15,1364,STN,RBA,STN-RBA,185,8020,175,63,820
15/10/2016,2016,10,15,1392,STN,RYG,STN-RYG,88,3555,170,40,520
15/10/2016,2016,10,15,1394,STN,RYG,STN-RYG,92,3723,183,62,810
15/10/2016,2016,10,15,1453,BRU,DUB,BRU-DUB,68,3570,167,16,197
15/10/2016,2016,10,15,1515,BVA,FSC,BVA-FSC,68,4600,154,54,700
15/10/2016,2016,10,15,1624,EMA,LCJ,EMA-LCJ,124,5410,176,65,830
15/10/2016,2016,10,15,1636,NYO,PSA,NYO-PSA,154,6600,164,47,610
15/10/2016,2016,10,15,1756,EMA,VLC,EMA-VLC,135,5630,169,(null),(null)
15/10/2016,2016,10,15,1883,LIS,STN,LIS-STN,132,5587,168,41,530
15/10/2016,2016,10,15,1919,VLC,CRL,VLC-CRL,116,4880,175,39,510
15/10/2016,2016,10,15,1928,CRL,AGP,CRL-AGP,151,6600,180,108,830
15/10/2016,2016,10,15,1932,FCO,NYO,FCO-NYO,149,6457,176,60,790
15/10/2016,2016,10,15,1956,EMA,FAO,EMA-FAO,163,6740,182,151,1960
15/10/2016,2016,10,15,1979,LCJ,DUB,LCJ-DUB,154,6893,174,(null),(null)
15/10/2016,2016,10,15,1985,CCF,DUB,CCF-DUB,119,5247,181,(null),(null)
15/10/2016,2016,10,15,2040,CTA,TSF,CTA-TSF,82,3760,180,45,580
15/10/2016,2016,10,15,2122,PRG,CRL,PRG-CRL,63,2943,165,30,390
15/10/2016,2016,10,15,2155,MJV,BHX,MJV-BHX,141,6126,181,48,620
15/10/2016,2016,10,15,2156,BHX,AGP,BHX-AGP,157,6880,182,77,1000
